t,src,status,d1,d2
1788425696.805636,Réseau Session RTP 1,235,34,65
1788425696.823496,Réseau Session RTP 1,225,75,64
1788425696.823496,Réseau Session RTP 1,209,78,0
1788425696.823496,Réseau Session RTP 1,226,24,64
1788425696.823496,Réseau Session RTP 1,210,104,0
1788425696.823496,Réseau Session RTP 1,228,110,62
1788425696.823496,Réseau Session RTP 1,230,11,63
1788425696.823496,Réseau Session RTP 1,231,21,64
1788425696.823496,Réseau Session RTP 1,232,75,64
1788425696.823496,Réseau Session RTP 1,216,4,0
1788425696.823496,Réseau Session RTP 1,233,108,62
1788425696.823496,Réseau Session RTP 1,217,7,0
1788425696.823496,Réseau Session RTP 1,234,13,63
1788425696.823496,Réseau Session RTP 1,218,26,0
1788425696.823496,Réseau Session RTP 1,219,27,0
1788425696.823496,Réseau Session RTP 1,229,34,65
1788425696.823496,Réseau Session RTP 1,213,36,0
1788425696.823928,Réseau Session RTP 1,214,58,0
1788425696.925812,Réseau Session RTP 1,225,80,64
1788425696.925812,Réseau Session RTP 1,209,76,0
1788425696.925812,Réseau Session RTP 1,226,19,64
1788425696.925812,Réseau Session RTP 1,210,103,0
1788425696.925812,Réseau Session RTP 1,228,107,62
1788425696.925812,Réseau Session RTP 1,230,15,63
1788425696.925812,Réseau Session RTP 1,231,15,64
1788425696.925812,Réseau Session RTP 1,232,80,64
1788425696.925812,Réseau Session RTP 1,216,3,0
1788425696.925812,Réseau Session RTP 1,233,106,62
1788425696.925812,Réseau Session RTP 1,217,6,0
1788425696.925812,Réseau Session RTP 1,234,17,63
1788425696.925812,Réseau Session RTP 1,218,28,0
1788425696.925812,Réseau Session RTP 1,219,28,0
1788425696.925812,Réseau Session RTP 1,213,35,0
1788425696.926007,Réseau Session RTP 1,212,40,0
1788425696.926007,Réseau Session RTP 1,235,33,65
1788425696.926007,Réseau Session RTP 1,229,33,65
1788425696.926007,Réseau Session RTP 1,225,85,64
1788425696.926007,Réseau Session RTP 1,209,74,0
1788425696.926007,Réseau Session RTP 1,226,13,64
1788425696.926007,Réseau Session RTP 1,210,101,0
1788425696.926007,Réseau Session RTP 1,228,105,62
1788425696.926007,Réseau Session RTP 1,230,19,63
1788425696.926007,Réseau Session RTP 1,231,9,64
1788425696.926007,Réseau Session RTP 1,232,85,64
1788425696.926007,Réseau Session RTP 1,216,2,0
1788425696.926007,Réseau Session RTP 1,233,104,62
1788425696.926007,Réseau Session RTP 1,217,5,0
1788425696.926007,Réseau Session RTP 1,234,21,63
1788425696.926007,Réseau Session RTP 1,218,31,0
1788425696.926007,Réseau Session RTP 1,235,32,65
1788425696.926007,Réseau Session RTP 1,219,30,0
1788425696.926007,Réseau Session RTP 1,213,34,0
1788425696.926007,Réseau Session RTP 1,229,32,65
1788425696.926007,Réseau Session RTP 1,212,41,0
1788425696.926007,Réseau Session RTP 1,214,59,0
1788425696.926007,Réseau Session RTP 1,225,89,64
1788425696.926007,Réseau Session RTP 1,209,73,0
1788425696.926007,Réseau Session RTP 1,226,8,64
1788425696.926007,Réseau Session RTP 1,210,99,0
1788425696.926007,Réseau Session RTP 1,228,103,62
1788425696.926007,Réseau Session RTP 1,230,24,63
1788425696.926007,Réseau Session RTP 1,231,3,64
1788425696.926007,Réseau Session RTP 1,232,89,64
1788425696.926007,Réseau Session RTP 1,216,1,0
1788425696.926007,Réseau Session RTP 1,233,102,62
1788425696.926007,Réseau Session RTP 1,217,4,0
1788425696.926007,Réseau Session RTP 1,234,26,63
1788425696.926007,Réseau Session RTP 1,218,35,0
1788425696.926007,Réseau Session RTP 1,235,31,65
1788425696.926007,Réseau Session RTP 1,219,31,0
1788425696.926007,Réseau Session RTP 1,213,33,0
1788425696.926007,Réseau Session RTP 1,229,31,65
1788425696.926007,Réseau Session RTP 1,225,94,64
1788425696.926007,Réseau Session RTP 1,209,71,0
1788425696.926007,Réseau Session RTP 1,226,2,64
1788425696.926007,Réseau Session RTP 1,210,97,0
1788425696.926007,Réseau Session RTP 1,228,101,62
1788425696.926007,Réseau Session RTP 1,230,28,63
1788425696.926007,Réseau Session RTP 1,231,0,64
1788425696.926007,Réseau Session RTP 1,232,94,64
1788425696.926007,Réseau Session RTP 1,233,100,62
1788425696.926007,Réseau Session RTP 1,234,30,63
1788425696.926007,Réseau Session RTP 1,218,38,0
1788425696.926007,Réseau Session RTP 1,235,29,65
1788425696.926007,Réseau Session RTP 1,219,33,0
1788425696.926007,Réseau Session RTP 1,213,32,0
1788425696.926007,Réseau Session RTP 1,212,42,0
1788425696.926463,Réseau Session RTP 1,214,60,0
1788425696.926463,Réseau Session RTP 1,216,0,0
1788425696.926463,Réseau Session RTP 1,217,3,0
1788425696.926463,Réseau Session RTP 1,229,29,65
1788425696.926463,Réseau Session RTP 1,225,98,64
1788425696.926463,Réseau Session RTP 1,209,70,0
1788425696.926463,Réseau Session RTP 1,226,125,63
1788425696.926463,Réseau Session RTP 1,210,95,0
1788425696.926463,Réseau Session RTP 1,228,99,62
1788425696.926463,Réseau Session RTP 1,230,32,63
1788425696.926463,Réseau Session RTP 1,232,98,64
1788425696.926463,Réseau Session RTP 1,233,98,62
1788425696.926463,Réseau Session RTP 1,234,34,63
1788425696.926463,Réseau Session RTP 1,218,42,0
1788425696.926463,Réseau Session RTP 1,235,28,65
1788425696.926463,Réseau Session RTP 1,219,35,0
1788425696.926463,Réseau Session RTP 1,213,31,0
1788425696.926463,Réseau Session RTP 1,214,61,0
1788425696.926463,Réseau Session RTP 1,229,28,65
1788425696.926463,Réseau Session RTP 1,217,2,0
1788425696.926463,Réseau Session RTP 1,225,103,64
1788425696.926463,Réseau Session RTP 1,209,68,0
1788425696.926463,Réseau Session RTP 1,226,120,63
1788425696.926463,Réseau Session RTP 1,210,93,0
1788425696.926463,Réseau Session RTP 1,228,98,62
1788425696.926463,Réseau Session RTP 1,230,37,63
1788425696.926463,Réseau Session RTP 1,232,103,64
1788425696.926463,Réseau Session RTP 1,233,97,62
1788425696.926463,Réseau Session RTP 1,234,39,63
1788425696.926463,Réseau Session RTP 1,218,46,0
1788425696.926463,Réseau Session RTP 1,235,26,65
1788425696.926463,Réseau Session RTP 1,219,36,0
1788425696.926463,Réseau Session RTP 1,213,30,0
1788425696.926463,Réseau Session RTP 1,212,43,0
1788425696.926463,Réseau Session RTP 1,229,26,65
1788425696.926463,Réseau Session RTP 1,231,124,63
1788425696.926463,Réseau Session RTP 1,215,1,0
1788425696.926463,Réseau Session RTP 1,214,62,0
1788425696.935325,Réseau Session RTP 1,225,107,64
1788425696.935325,Réseau Session RTP 1,209,67,0
1788425696.935325,Réseau Session RTP 1,226,114,63
1788425696.935325,Réseau Session RTP 1,210,91,0
1788425696.935325,Réseau Session RTP 1,228,96,62
1788425696.935325,Réseau Session RTP 1,230,42,63
1788425696.935325,Réseau Session RTP 1,232,107,64
1788425696.935325,Réseau Session RTP 1,233,96,62
1788425696.935325,Réseau Session RTP 1,234,44,63
1788425696.935325,Réseau Session RTP 1,218,50,0
1788425696.935325,Réseau Session RTP 1,235,24,65
1788425696.935325,Réseau Session RTP 1,219,38,0
1788425696.935325,Réseau Session RTP 1,213,29,0
1788425696.935325,Réseau Session RTP 1,217,1,0
1788425696.935325,Réseau Session RTP 1,229,24,65
1788425696.935325,Réseau Session RTP 1,231,121,63
1788425696.935732,Réseau Session RTP 1,215,2,0
1788425696.935732,Réseau Session RTP 1,212,44,0
1788425696.935732,Réseau Session RTP 1,214,63,0
1788425696.951337,Réseau Session RTP 1,225,111,64
1788425696.951337,Réseau Session RTP 1,209,65,0
1788425696.951337,Réseau Session RTP 1,226,109,63
1788425696.951337,Réseau Session RTP 1,210,89,0
1788425696.951337,Réseau Session RTP 1,228,95,62
1788425696.951337,Réseau Session RTP 1,230,46,63
1788425696.951337,Réseau Session RTP 1,232,111,64
1788425696.951337,Réseau Session RTP 1,233,94,62
1788425696.951337,Réseau Session RTP 1,234,49,63
1788425696.951337,Réseau Session RTP 1,218,55,0
1788425696.951337,Réseau Session RTP 1,235,22,65
1788425696.951337,Réseau Session RTP 1,219,40,0
1788425696.951337,Réseau Session RTP 1,213,28,0
1788425696.951337,Réseau Session RTP 1,229,22,65
1788425696.951337,Réseau Session RTP 1,214,64,0
1788425696.951337,Réseau Session RTP 1,231,115,63
1788425696.951337,Réseau Session RTP 1,215,3,0
1788425696.951337,Réseau Session RTP 1,225,113,64
1788425696.951337,Réseau Session RTP 1,209,64,0
1788425696.951337,Réseau Session RTP 1,226,104,63
1788425696.951337,Réseau Session RTP 1,210,87,0
1788425696.951337,Réseau Session RTP 1,228,94,62
1788425696.951337,Réseau Session RTP 1,230,51,63
1788425696.951337,Réseau Session RTP 1,232,115,64
1788425696.951337,Réseau Session RTP 1,233,93,62
1788425696.951337,Réseau Session RTP 1,234,54,63
1788425696.951337,Réseau Session RTP 1,218,60,0
1788425696.951337,Réseau Session RTP 1,235,19,65
1788425696.951337,Réseau Session RTP 1,219,41,0
1788425696.965370,Réseau Session RTP 1,213,27,0
1788425696.965370,Réseau Session RTP 1,225,117,64
1788425696.965370,Réseau Session RTP 1,226,101,63
1788425696.965370,Réseau Session RTP 1,210,86,0
1788425696.965370,Réseau Session RTP 1,228,93,62
1788425696.965370,Réseau Session RTP 1,229,19,65
1788425696.965370,Réseau Session RTP 1,230,53,63
1788425696.965370,Réseau Session RTP 1,214,65,0
1788425696.965370,Réseau Session RTP 1,231,109,63
1788425696.965370,Réseau Session RTP 1,215,4,0
1788425696.965370,Réseau Session RTP 1,232,117,64
1788425696.965370,Réseau Session RTP 1,234,56,63
1788425696.965370,Réseau Session RTP 1,218,62,0
1788425696.965370,Réseau Session RTP 1,235,18,65
1788425696.965370,Réseau Session RTP 1,219,42,0
1788425696.965370,Réseau Session RTP 1,209,63,0
1788425696.965370,Réseau Session RTP 1,212,45,0
1788425696.981674,Réseau Session RTP 1,213,26,0
1788425696.981674,Réseau Session RTP 1,216,1,0
1788425696.981674,Réseau Session RTP 1,233,92,62
1788425696.981674,Réseau Session RTP 1,217,0,0
1788425696.981674,Réseau Session RTP 1,225,121,64
1788425696.981674,Réseau Session RTP 1,209,62,0
1788425696.981674,Réseau Session RTP 1,226,96,63
1788425696.981674,Réseau Session RTP 1,210,83,0
1788425696.981674,Réseau Session RTP 1,229,17,65
1788425696.981674,Réseau Session RTP 1,230,59,63
1788425696.981674,Réseau Session RTP 1,214,66,0
1788425696.981674,Réseau Session RTP 1,231,103,63
